Statistic,Scope,Value
Median of Passes Completed.10,Brighton,129.0
Mean of Passes Completed.10,Brighton,227.53846153846155
Std of Passes Completed.10,Brighton,254.18374940491074
Median of Passes Completed.10,Chelsea,179.0
Mean of Passes Completed.10,Chelsea,305.1666666666667
Std of Passes Completed.10,Chelsea,312.822587123265
Median of Passes Completed.10,Crystal Palace,213.0
Mean of Passes Completed.10,Crystal Palace,231.8095238095238
Std of Passes Completed.10,Crystal Palace,203.8775659673273
Median of Passes Completed.10,Everton,179.0
Mean of Passes Completed.10,Everton,197.0
Std of Passes Completed.10,Everton,159.45657716130748
Median of Passes Completed.10,Fulham,243.0
Mean of Passes Completed.10,Fulham,289.25
Std of Passes Completed.10,Fulham,241.31261118265135
Median of Passes Completed.10,Ipswich Town,101.0
Mean of Passes Completed.10,Ipswich Town,158.27586206896552
Std of Passes Completed.10,Ipswich Town,152.2945680842895
Median of Passes Completed.10,Leicester City,153.0
Mean of Passes Completed.10,Leicester City,210.72
Std of Passes Completed.10,Leicester City,179.02083677605802
Median of Passes Completed.10,Liverpool,239.0
Mean of Passes Completed.10,Liverpool,345.4761904761905
Std of Passes Completed.10,Liverpool,312.8016334752137
Median of Passes Completed.10,Manchester City,224.0
Mean of Passes Completed.10,Manchester City,327.8
Std of Passes Completed.10,Manchester City,278.0899135171932
Median of Passes Completed.10,Manchester Utd,96.0
Mean of Passes Completed.10,Manchester Utd,207.5
Std of Passes Completed.10,Manchester Utd,214.92336244377418
Median of Passes Completed.10,Newcastle Utd,161.0
Mean of Passes Completed.10,Newcastle Utd,259.82608695652175
Std of Passes Completed.10,Newcastle Utd,257.39404742956646
Median of Passes Completed.10,Nott'ham Forest,127.0
Mean of Passes Completed.10,Nott'ham Forest,169.04761904761904
Std of Passes Completed.10,Nott'ham Forest,144.1417622309635
Median of Passes Completed.10,Southampton,119.0
Mean of Passes Completed.10,Southampton,215.68965517241378
Std of Passes Completed.10,Southampton,239.2688421373205
Median of Passes Completed.10,Tottenham,261.0
Mean of Passes Completed.10,Tottenham,258.3703703703704
Std of Passes Completed.10,Tottenham,184.00044902707504
Median of Passes Completed.10,West Ham,180.0
Mean of Passes Completed.10,West Ham,226.04
Std of Passes Completed.10,West Ham,208.20532333892587
Median of Passes Completed.10,Wolves,208.0
Mean of Passes Completed.10,Wolves,230.69565217391303
Std of Passes Completed.10,Wolves,169.54040408292292
Median of Passes Completed.11,all,29.0
Mean of Passes Completed.11,all,46.62732919254658
Std of Passes Completed.11,all,53.43377099055498
Median of Passes Completed.11,Arsenal,22.5
Mean of Passes Completed.11,Arsenal,43.77272727272727
Std of Passes Completed.11,Arsenal,48.65518307258581
Median of Passes Completed.11,Aston Villa,18.0
Mean of Passes Completed.11,Aston Villa,37.0
Std of Passes Completed.11,Aston Villa,52.06948020895512
Median of Passes Completed.11,Bournemouth,29.0
Mean of Passes Completed.11,Bournemouth,54.30434782608695
Std of Passes Completed.11,Bournemouth,60.10175824277954
Median of Passes Completed.11,Brentford,44.0
Mean of Passes Completed.11,Brentford,62.61904761904762
Std of Passes Completed.11,Brentford,85.68925031208768
Median of Passes Completed.11,Brighton,29.0
Mean of Passes Completed.11,Brighton,46.73076923076923
Std of Passes Completed.11,Brighton,58.44488527993374
Median of Passes Completed.11,Chelsea,21.5
Mean of Passes Completed.11,Chelsea,52.125
Std of Passes Completed.11,Chelsea,59.03964217223955
Median of Passes Completed.11,Crystal Palace,42.0
Mean of Passes Completed.11,Crystal Palace,49.095238095238095
Std of Passes Completed.11,Crystal Palace,51.322416897399485
Median of Passes Completed.11,Everton,40.0
Mean of Passes Completed.11,Everton,65.38095238095238
Std of Passes Completed.11,Everton,89.06709616377768
Median of Passes Completed.11,Fulham,33.5
Mean of Passes Completed.11,Fulham,56.3
Std of Passes Completed.11,Fulham,53.74315133846798
Median of Passes Completed.11,Ipswich Town,23.0
Mean of Passes Completed.11,Ipswich Town,32.48275862068966
Std of Passes Completed.11,Ipswich Town,34.103435823614156
Median of Passes Completed.11,Leicester City,35.0
Mean of Passes Completed.11,Leicester City,39.04
Std of Passes Completed.11,Leicester City,40.98930754883929
Median of Passes Completed.11,Liverpool,45.0
Mean of Passes Completed.11,Liverpool,61.523809523809526
Std of Passes Completed.11,Liverpool,56.81955565438632
Median of Passes Completed.11,Manchester City,31.0
Mean of Passes Completed.11,Manchester City,46.56
Std of Passes Completed.11,Manchester City,43.1113674104638
Median of Passes Completed.11,Manchester Utd,16.5
Mean of Passes Completed.11,Manchester Utd,37.2
Std of Passes Completed.11,Manchester Utd,48.65104457183869
Median of Passes Completed.11,Newcastle Utd,33.0
Mean of Passes Completed.11,Newcastle Utd,46.95652173913044
Std of Passes Completed.11,Newcastle Utd,49.36273738253617
Median of Passes Completed.11,Nott'ham Forest,28.0
Mean of Passes Completed.11,Nott'ham Forest,44.476190476190474
Std of Passes Completed.11,Nott'ham Forest,60.50753593364966
Median of Passes Completed.11,Southampton,20.0
Mean of Passes Completed.11,Southampton,37.44827586206897
Std of Passes Completed.11,Southampton,52.40473411472925
Median of Passes Completed.11,Tottenham,32.0
Mean of Passes Completed.11,Tottenham,38.0
Std of Passes Completed.11,Tottenham,30.60794265948226
Median of Passes Completed.11,West Ham,43.0
Mean of Passes Completed.11,West Ham,49.8
Std of Passes Completed.11,West Ham,46.93523907115704
Median of Passes Completed.11,Wolves,54.0
Mean of Passes Completed.11,Wolves,49.47826086956522
Std of Passes Completed.11,Wolves,35.126873376399175
Median of Passes Completed.12,all,472.0
Mean of Passes Completed.12,all,566.0393374741201
Std of Passes Completed.12,all,465.69612875937554
Median of Passes Completed.12,Arsenal,468.5
Mean of Passes Completed.12,Arsenal,717.6818181818181
Std of Passes Completed.12,Arsenal,560.3350516698649
Median of Passes Completed.12,Aston Villa,479.0
Mean of Passes Completed.12,Aston Villa,504.85185185185185
Std of Passes Completed.12,Aston Villa,429.33389406450624
Median of Passes Completed.12,Bournemouth,436.0
Mean of Passes Completed.12,Bournemouth,504.7826086956522
Std of Passes Completed.12,Bournemouth,408.761205742617
Median of Passes Completed.12,Brentford,489.0
Mean of Passes Completed.12,Brentford,582.2380952380952
Std of Passes Completed.12,Brentford,445.78513936221617
Median of Passes Completed.12,Brighton,398.5
Mean of Passes Completed.12,Brighton,551.5384615384615
Std of Passes Completed.12,Brighton,490.9256750889471
Median of Passes Completed.12,Chelsea,525.5
Mean of Passes Completed.12,Chelsea,668.0416666666666
Std of Passes Completed.12,Chelsea,606.5196135877773
Median of Passes Completed.12,Crystal Palace,541.0
Mean of Passes Completed.12,Crystal Palace,519.1904761904761
Std of Passes Completed.12,Crystal Palace,395.3220989329611
Median of Passes Completed.12,Everton,437.0
Mean of Passes Completed.12,Everton,487.2857142857143
Std of Passes Completed.12,Everton,341.2653136281422
Median of Passes Completed.12,Fulham,652.0
Mean of Passes Completed.12,Fulham,660.55
Std of Passes Completed.12,Fulham,490.5471139988815
Median of Passes Completed.12,Ipswich Town,241.0
Mean of Passes Completed.12,Ipswich Town,355.7586206896552
Std of Passes Completed.12,Ipswich Town,311.9369962911941
Median of Passes Completed.12,Leicester City,430.0
Mean of Passes Completed.12,Leicester City,505.56
Std of Passes Completed.12,Leicester City,378.13953332951934
Median of Passes Completed.12,Liverpool,681.0
Mean of Passes Completed.12,Liverpool,807.1428571428571
Std of Passes Completed.12,Liverpool,634.1773636542293
Median of Passes Completed.12,Manchester City,676.0
Mean of Passes Completed.12,Manchester City,793.52
Std of Passes Completed.12,Manchester City,591.8990707882552
Median of Passes Completed.12,Manchester Utd,286.0
Mean of Passes Completed.12,Manchester Utd,512.8666666666667
Std of Passes Completed.12,Manchester Utd,464.77074313919644
Median of Passes Completed.12,Newcastle Utd,479.0
Mean of Passes Completed.12,Newcastle Utd,616.8695652173913
Std of Passes Completed.12,Newcastle Utd,528.1400730477601
Median of Passes Completed.12,Nott'ham Forest,472.0
Mean of Passes Completed.12,Nott'ham Forest,458.0952380952381
Std of Passes Completed.12,Nott'ham Forest,345.8939006056488
Median of Passes Completed.12,Southampton,257.0
Mean of Passes Completed.12,Southampton,499.7931034482759
Std of Passes Completed.12,Southampton,481.213523983922
Median of Passes Completed.12,Tottenham,703.0
Mean of Passes Completed.12,Tottenham,581.1111111111111
Std of Passes Completed.12,Tottenham,373.35272385541316
Median of Passes Completed.12,West Ham,517.0
Mean of Passes Completed.12,West Ham,533.44
Std of Passes Completed.12,West Ham,408.43543757449186
Median of Passes Completed.12,Wolves,484.0
Mean of Passes Completed.12,Wolves,563.5652173913044
Std of Passes Completed.12,Wolves,411.40102378523744
Median of Passes Completed.13,all,213.0
Mean of Passes Completed.13,all,265.8840579710145
Std of Passes Completed.13,all,216.69452611888642
Median of Passes Completed.13,Arsenal,277.5
Mean of Passes Completed.13,Arsenal,359.90909090909093
Std of Passes Completed.13,Arsenal,246.83094447721734
Median of Passes Completed.13,Aston Villa,180.0
Mean of Passes Completed.13,Aston Villa,231.96296296296296
Std of Passes Completed.13,Aston Villa,191.410449333259
Median of Passes Completed.13,Bournemouth,176.0
Mean of Passes Completed.13,Bournemouth,217.95652173913044
Std of Passes Completed.13,Bournemouth,177.8907934305533
Median of Passes Completed.13,Brentford,252.0
Mean of Passes Completed.13,Brentford,255.28571428571428
Std of Passes Completed.13,Brentford,186.21228285404348
Median of Passes Completed.13,Brighton,200.5
Mean of Passes Completed.13,Brighton,266.03846153846155
Std of Passes Completed.13,Brighton,208.0400885924116
Median of Passes Completed.13,Chelsea,229.5
Mean of Passes Completed.13,Chelsea,297.4166666666667
Std of Passes Completed.13,Chelsea,255.40197075720982
Median of Passes Completed.13,Crystal Palace,208.0
Mean of Passes Completed.13,Crystal Palace,227.38095238095238
Std of Passes Completed.13,Crystal Palace,171.45071483971017
Median of Passes Completed.13,Everton,216.0
Mean of Passes Completed.13,Everton,215.52380952380952
Std of Passes Completed.13,Everton,144.5668077560057
Median of Passes Completed.13,Fulham,256.5
Mean of Passes Completed.13,Fulham,302.85
Std of Passes Completed.13,Fulham,218.8761425771975
Median of Passes Completed.13,Ipswich Town,118.0
Mean of Passes Completed.13,Ipswich Town,158.13793103448276
Std of Passes Completed.13,Ipswich Town,140.32302635041026
Median of Passes Completed.13,Leicester City,216.0
Mean of Passes Completed.13,Leicester City,242.8
Std of Passes Completed.13,Leicester City,181.42973846643775
Median of Passes Completed.13,Liverpool,271.0
Mean of Passes Completed.13,Liverpool,382.5238095238095
Std of Passes Completed.13,Liverpool,285.6437674880408
Median of Passes Completed.13,Manchester City,367.0
Mean of Passes Completed.13,Manchester City,408.24
Std of Passes Completed.13,Manchester City,297.52902939601256
Median of Passes Completed.13,Manchester Utd,190.5
Mean of Passes Completed.13,Manchester Utd,252.6
Std of Passes Completed.13,Manchester Utd,223.1009667825542
Median of Passes Completed.13,Newcastle Utd,267.0
Mean of Passes Completed.13,Newcastle Utd,297.30434782608694
Std of Passes Completed.13,Newcastle Utd,248.12193387757205
Median of Passes Completed.13,Nott'ham Forest,184.0
Mean of Passes Completed.13,Nott'ham Forest,226.8095238095238
Std of Passes Completed.13,Nott'ham Forest,177.65348829888453
Median of Passes Completed.13,Southampton,153.0
Mean of Passes Completed.13,Southampton,234.6206896551724
Std of Passes Completed.13,Southampton,214.85965748318853
Median of Passes Completed.13,Tottenham,267.0
Mean of Passes Completed.13,Tottenham,268.18518518518516
Std of Passes Completed.13,Tottenham,185.2924999596868
Median of Passes Completed.13,West Ham,201.0
Mean of Passes Completed.13,West Ham,249.44
Std of Passes Completed.13,West Ham,200.25256552663686
Median of Passes Completed.13,Wolves,167.0
Mean of Passes Completed.13,Wolves,265.17391304347825
Std of Passes Completed.13,Wolves,232.0238334493626
Median of Passes Completed.14,all,180.0
Mean of Passes Completed.14,all,241.03726708074535
Std of Passes Completed.14,all,227.86688682289488
Median of Passes Completed.14,Arsenal,177.0
Mean of Passes Completed.14,Arsenal,301.40909090909093
Std of Passes Completed.14,Arsenal,290.8862744704959
Median of Passes Completed.14,Aston Villa,138.0
Mean of Passes Completed.14,Aston Villa,226.14814814814815
Std of Passes Completed.14,Aston Villa,213.0793827704205
Median of Passes Completed.14,Bournemouth,178.0
Mean of Passes Completed.14,Bournemouth,221.0
Std of Passes Completed.14,Bournemouth,207.46960346912596
Median of Passes Completed.14,Brentford,192.0
Mean of Passes Completed.14,Brentford,253.52380952380952
Std of Passes Completed.14,Brentford,233.96829252008038
Median of Passes Completed.14,Brighton,129.0
Mean of Passes Completed.14,Brighton,227.53846153846155
Std of Passes Completed.14,Brighton,254.18374940491074
Median of Passes Completed.14,Chelsea,179.0
Mean of Passes Completed.14,Chelsea,305.1666666666667
Std of Passes Completed.14,Chelsea,312.822587123265
Median of Passes Completed.14,Crystal Palace,213.0
Mean of Passes Completed.14,Crystal Palace,231.8095238095238
Std of Passes Completed.14,Crystal Palace,203.8775659673273
Median of Passes Completed.14,Everton,179.0
Mean of Passes Completed.14,Everton,197.0
Std of Passes Completed.14,Everton,159.45657716130748
Median of Passes Completed.14,Fulham,243.0
Mean of Passes Completed.14,Fulham,289.25
Std of Passes Completed.14,Fulham,241.31261118265135
Median of Passes Completed.14,Ipswich Town,101.0
Mean of Passes Completed.14,Ipswich Town,158.27586206896552
Std of Passes Completed.14,Ipswich Town,152.2945680842895
Median of Passes Completed.14,Leicester City,153.0
Mean of Passes Completed.14,Leicester City,210.72
Std of Passes Completed.14,Leicester City,179.02083677605802
Median of Passes Completed.14,Liverpool,239.0
Mean of Passes Completed.14,Liverpool,345.4761904761905
Std of Passes Completed.14,Liverpool,312.8016334752137
Median of Passes Completed.14,Manchester City,224.0
Mean of Passes Completed.14,Manchester City,327.8
Std of Passes Completed.14,Manchester City,278.0899135171932
Median of Passes Completed.14,Manchester Utd,96.0
Mean of Passes Completed.14,Manchester Utd,207.5
Std of Passes Completed.14,Manchester Utd,214.92336244377418
Median of Passes Completed.14,Newcastle Utd,161.0
Mean of Passes Completed.14,Newcastle Utd,259.82608695652175
Std of Passes Completed.14,Newcastle Utd,257.39404742956646
Median of Passes Completed.14,Nott'ham Forest,127.0
Mean of Passes Completed.14,Nott'ham Forest,169.04761904761904
Std of Passes Completed.14,Nott'ham Forest,144.1417622309635
Median of Passes Completed.14,Southampton,119.0
